,Time(Y),RMM1,RMM2,phase,amplitude,7
0,1974-06-01,1.63447,1.20304,5,2.02948,Final_value:__OLR_&_NCEP_winds
1,1974-06-02,1.60289,1.01512,5,1.89729,Final_value:__OLR_&_NCEP_winds
2,1974-06-03,1.51625,1.08551,5,1.86476,Final_value:__OLR_&_NCEP_winds
3,1974-06-04,1.50981,1.03573,5,1.83092,Final_value:__OLR_&_NCEP_winds
4,1974-06-05,1.55906,1.30518,5,2.0332601,Final_value:__OLR_&_NCEP_winds
5,1974-06-06,1.20626,1.62889,6,2.0269001,Final_value:__OLR_&_NCEP_winds
6,1974-06-07,0.61110097,1.7224801,6,1.82767,Final_value:__OLR_&_NCEP_winds
7,1974-06-08,0.326395,1.77818,6,1.8078901,Final_value:__OLR_&_NCEP_winds
8,1974-06-09,0.0938282013,1.35694,6,1.36018,Final_value:__OLR_&_NCEP_winds
9,1974-06-10,-0.0861262977,0.77547598,7,0.78024399,Final_value:__OLR_&_NCEP_winds
10,1974-06-11,0.111394,0.389534,6,0.405148,Final_value:__OLR_&_NCEP_winds
11,1974-06-12,0.120489,0.0138852,5,0.121286,Final_value:__OLR_&_NCEP_winds
12,1974-06-13,0.0192805994,-0.21766999,3,0.218519,Final_value:__OLR_&_NCEP_winds
13,1974-06-14,-0.10436,-0.38104999,2,0.395082,Final_value:__OLR_&_NCEP_winds
14,1974-06-15,-0.18294001,-0.64534998,2,0.670775,Final_value:__OLR_&_NCEP_winds
15,1974-06-16,-0.23596001,-0.47106999,2,0.52686501,Final_value:__OLR_&_NCEP_winds
16,1974-06-17,-0.49869001,-0.48752001,1,0.697402,Final_value:__OLR_&_NCEP_winds
17,1974-06-18,-0.56980002,-0.36398,1,0.67613399,Final_value:__OLR_&_NCEP_winds
18,1974-06-19,-0.69502997,-0.35556999,1,0.78070498,Final_value:__OLR_&_NCEP_winds
19,1974-06-20,-0.72915,-0.47646001,1,0.87101501,Final_value:__OLR_&_NCEP_winds
20,1974-06-21,-1.09443,-0.83275002,1,1.37523,Final_value:__OLR_&_NCEP_winds
21,1974-06-22,-1.09851,-0.83867002,1,1.3820601,Final_value:__OLR_&_NCEP_winds
22,1974-06-23,-1.06244,-0.50405002,1,1.17594,Final_value:__OLR_&_NCEP_winds
23,1974-06-24,-0.88507003,-0.32444,1,0.94265801,Final_value:__OLR_&_NCEP_winds
24,1974-06-25,-0.76582003,-0.33355001,1,0.83530402,Final_value:__OLR_&_NCEP_winds
25,1974-06-26,-0.83446997,-0.41418001,1,0.93160701,Final_value:__OLR_&_NCEP_winds
26,1974-06-27,-0.80129999,-0.35989001,1,0.87841302,Final_value:__OLR_&_NCEP_winds
27,1974-06-28,-0.56441998,-0.29798999,1,0.63824999,Final_value:__OLR_&_NCEP_winds
28,1974-06-29,-0.0970496982,-0.40189001,2,0.41344199,Final_value:__OLR_&_NCEP_winds
29,1974-06-30,0.00914870016,-0.24384999,3,0.244017,Final_value:__OLR_&_NCEP_winds
30,1974-07-01,0.26054999,0.087101303,5,0.27472401,Final_value:__OLR_&_NCEP_winds
31,1974-07-02,0.26702401,0.23012,5,0.352501,Final_value:__OLR_&_NCEP_winds
32,1974-07-03,0.355582,0.387155,6,0.52566898,Final_value:__OLR_&_NCEP_winds
33,1974-07-04,0.844383,0.42613801,5,0.94582099,Final_value:__OLR_&_NCEP_winds
34,1974-07-05,1.1206599,0.40039399,5,1.19004,Final_value:__OLR_&_NCEP_winds
35,1974-07-06,1.07635,0.59540701,5,1.23006,Final_value:__OLR_&_NCEP_winds
36,1974-07-07,0.81290197,0.870444,6,1.191,Final_value:__OLR_&_NCEP_winds
37,1974-07-08,0.431732,1.08825,6,1.17076,Final_value:__OLR_&_NCEP_winds
38,1974-07-09,0.0810154006,1.17053,6,1.1733299,Final_value:__OLR_&_NCEP_winds
39,1974-07-10,-0.12074,1.12966,7,1.13609,Final_value:__OLR_&_NCEP_winds
40,1974-07-11,-0.27891999,0.99857098,7,1.03679,Final_value:__OLR_&_NCEP_winds
41,1974-07-12,-0.13957,0.70270902,7,0.71643502,Final_value:__OLR_&_NCEP_winds
42,1974-07-13,-0.20472001,0.40228,7,0.45137301,Final_value:__OLR_&_NCEP_winds
43,1974-07-14,-0.19937,0.110841,8,0.22811399,Final_value:__OLR_&_NCEP_winds
44,1974-07-15,-0.0952897966,-0.13186,2,0.162691,Final_value:__OLR_&_NCEP_winds
45,1974-07-16,-0.10831,-0.31318,2,0.33138201,Final_value:__OLR_&_NCEP_winds
46,1974-07-17,-0.00567336986,-0.50314999,2,0.50318003,Final_value:__OLR_&_NCEP_winds
47,1974-07-18,0.17968801,-0.44850999,3,0.48316699,Final_value:__OLR_&_NCEP_winds
48,1974-07-19,0.285321,-0.48164999,3,0.55981499,Final_value:__OLR_&_NCEP_winds
49,1974-07-20,0.33098501,-0.90205002,3,0.96085697,Final_value:__OLR_&_NCEP_winds
50,1974-07-21,0.364833,-1.29166,3,1.34219,Final_value:__OLR_&_NCEP_winds
51,1974-07-22,0.34641901,-1.20997,3,1.25858,Final_value:__OLR_&_NCEP_winds
52,1974-07-23,0.39280599,-1.04746,3,1.11869,Final_value:__OLR_&_NCEP_winds
53,1974-07-24,0.44716999,-0.87783003,3,0.98516703,Final_value:__OLR_&_NCEP_winds
54,1974-07-25,0.45279199,-0.83618999,3,0.95091301,Final_value:__OLR_&_NCEP_winds
55,1974-07-26,0.556867,-0.80813003,3,0.98141599,Final_value:__OLR_&_NCEP_winds
56,1974-07-27,0.73983401,-0.60003,4,0.95257097,Final_value:__OLR_&_NCEP_winds
57,1974-07-28,0.66544199,-0.42067999,4,0.78726202,Final_value:__OLR_&_NCEP_winds
58,1974-07-29,0.78544903,-0.13224,4,0.79650301,Final_value:__OLR_&_NCEP_winds
59,1974-07-30,1.13624,0.0574810989,5,1.1377,Final_value:__OLR_&_NCEP_winds
60,1974-07-31,1.2519799,0.66262197,5,1.41652,Final_value:__OLR_&_NCEP_winds
61,1974-08-01,1.30887,0.96449101,5,1.62585,Final_value:__OLR_&_NCEP_winds
62,1974-08-02,1.33118,1.27768,5,1.84513,Final_value:__OLR_&_NCEP_winds
63,1974-08-03,1.33971,1.39658,6,1.93527,Final_value:__OLR_&_NCEP_winds
64,1974-08-04,1.24842,1.59883,6,2.0284901,Final_value:__OLR_&_NCEP_winds
65,1974-08-05,0.83587003,1.6715,6,1.86884,Final_value:__OLR_&_NCEP_winds
66,1974-08-06,0.53584999,1.73989,6,1.8205301,Final_value:__OLR_&_NCEP_winds
67,1974-08-07,0.123568,1.77426,6,1.77856,Final_value:__OLR_&_NCEP_winds
68,1974-08-08,-0.14636999,1.73052,7,1.7367001,Final_value:__OLR_&_NCEP_winds
69,1974-08-09,-0.20364,1.43698,7,1.45134,Final_value:__OLR_&_NCEP_winds
70,1974-08-10,0.217168,1.28915,6,1.30731,Final_value:__OLR_&_NCEP_winds
71,1974-08-11,0.69975901,0.96175498,6,1.1893899,Final_value:__OLR_&_NCEP_winds
72,1974-08-12,1.0636899,0.65503901,5,1.2492,Final_value:__OLR_&_NCEP_winds
73,1974-08-13,1.20518,0.48745301,5,1.30002,Final_value:__OLR_&_NCEP_winds
74,1974-08-14,1.27891,0.49253401,5,1.3704799,Final_value:__OLR_&_NCEP_winds
75,1974-08-15,1.44282,0.49833199,5,1.52645,Final_value:__OLR_&_NCEP_winds
76,1974-08-16,1.48221,0.185792,5,1.4938101,Final_value:__OLR_&_NCEP_winds
77,1974-08-17,1.13067,0.0618746988,5,1.13237,Final_value:__OLR_&_NCEP_winds
78,1974-08-18,0.78694302,-0.20013,4,0.81199199,Final_value:__OLR_&_NCEP_winds
79,1974-08-19,0.432825,-0.32099,4,0.53886199,Final_value:__OLR_&_NCEP_winds
80,1974-08-20,0.29646799,-0.20141,4,0.35841301,Final_value:__OLR_&_NCEP_winds
81,1974-08-21,0.358073,-0.17985,4,0.40070099,Final_value:__OLR_&_NCEP_winds
82,1974-08-22,-0.076979503,-0.0303150993,1,0.0827336013,Final_value:__OLR_&_NCEP_winds
83,1974-08-23,-0.44893,0.0253940001,8,0.44964299,Final_value:__OLR_&_NCEP_winds
84,1974-08-24,-0.60205001,-0.0305738002,1,0.60282803,Final_value:__OLR_&_NCEP_winds
85,1974-08-25,-0.65280002,0.0907431021,8,0.659073,Final_value:__OLR_&_NCEP_winds
86,1974-08-26,-0.41896999,0.148205,8,0.44441399,Final_value:__OLR_&_NCEP_winds
87,1974-08-27,-0.32314,-0.0914905965,1,0.33583999,Final_value:__OLR_&_NCEP_winds
88,1974-08-28,-0.29387,-0.24602,1,0.38325301,Final_value:__OLR_&_NCEP_winds
89,1974-08-29,-0.43109,-0.19288,1,0.47227401,Final_value:__OLR_&_NCEP_winds
90,1974-08-30,-0.43665001,-0.18707,1,0.47503099,Final_value:__OLR_&_NCEP_winds
91,1974-08-31,-0.55282998,-0.28942999,1,0.62401599,Final_value:__OLR_&_NCEP_winds
92,1974-09-01,-0.74307001,-0.32225999,1,0.80994099,Final_value:__OLR_&_NCEP_winds
93,1974-09-02,-0.75700998,-0.34913,1,0.83363903,Final_value:__OLR_&_NCEP_winds
94,1974-09-03,-0.85425001,-0.47042999,1,0.97522098,Final_value:__OLR_&_NCEP_winds
95,1974-09-04,-0.94621998,-0.57047999,1,1.10489,Final_value:__OLR_&_NCEP_winds
96,1974-09-05,-0.95005,-0.76164001,1,1.21766,Final_value:__OLR_&_NCEP_winds
97,1974-09-06,-0.96430999,-1.19541,2,1.53587,Final_value:__OLR_&_NCEP_winds
98,1974-09-07,-0.82861,-1.49167,2,1.70636,Final_value:__OLR_&_NCEP_winds
99,1974-09-08,-0.80839998,-1.29056,2,1.52284,Final_value:__OLR_&_NCEP_winds
100,1974-09-09,-0.65211999,-1.0919501,2,1.27185,Final_value:__OLR_&_NCEP_winds
101,1974-09-10,-0.41312999,-1.1061701,2,1.1807899,Final_value:__OLR_&_NCEP_winds
102,1974-09-11,-0.56989002,-1.01692,2,1.16572,Final_value:__OLR_&_NCEP_winds
103,1974-09-12,-0.72498,-0.76901001,2,1.05687,Final_value:__OLR_&_NCEP_winds
104,1974-09-13,-0.84693003,-0.41613999,1,0.94363898,Final_value:__OLR_&_NCEP_winds
105,1974-09-14,-0.87629998,-0.19989,1,0.89880598,Final_value:__OLR_&_NCEP_winds
106,1974-09-15,-0.80839998,-0.26515001,1,0.85077298,Final_value:__OLR_&_NCEP_winds
107,1974-09-16,-0.78055,-0.43065,1,0.89147198,Final_value:__OLR_&_NCEP_winds
108,1974-09-17,-1.06102,-0.49926001,1,1.1726201,Final_value:__OLR_&_NCEP_winds
109,1974-09-18,-1.1999,-0.34349999,1,1.2481,Final_value:__OLR_&_NCEP_winds
110,1974-09-19,-1.12629,-0.41894001,1,1.2016799,Final_value:__OLR_&_NCEP_winds
111,1974-09-20,-0.84605998,-0.40851,1,0.93952203,Final_value:__OLR_&_NCEP_winds
112,1974-09-21,-0.81788999,-0.54575998,1,0.98325902,Final_value:__OLR_&_NCEP_winds
113,1974-09-22,-0.67409998,-0.63260001,1,0.92444402,Final_value:__OLR_&_NCEP_winds
114,1974-09-23,-0.62136,-0.52231997,1,0.81173003,Final_value:__OLR_&_NCEP_winds
115,1974-09-24,-0.38978001,-0.43151999,2,0.581496,Final_value:__OLR_&_NCEP_winds
116,1974-09-25,-0.3881,-0.36067,1,0.52981597,Final_value:__OLR_&_NCEP_winds
117,1974-09-26,-0.29288,-0.23269001,1,0.374062,Final_value:__OLR_&_NCEP_winds
118,1974-09-27,-0.064655602,-0.21548,2,0.22497,Final_value:__OLR_&_NCEP_winds
119,1974-09-28,0.0821096972,-0.39265001,3,0.40114099,Final_value:__OLR_&_NCEP_winds
120,1974-09-29,0.35314399,-0.72869998,3,0.80975801,Final_value:__OLR_&_NCEP_winds
121,1974-09-30,0.55558002,-0.88555002,3,1.0454,Final_value:__OLR_&_NCEP_winds
122,1974-10-01,0.57893199,-0.90973997,3,1.07833,Final_value:__OLR_&_NCEP_winds
123,1974-10-02,0.75894701,-0.95043999,3,1.21628,Final_value:__OLR_&_NCEP_winds
124,1974-10-03,0.896649,-0.58042002,4,1.06812,Final_value:__OLR_&_NCEP_winds
125,1974-10-04,0.673576,-0.38633001,4,0.776501,Final_value:__OLR_&_NCEP_winds
126,1974-10-05,0.63213599,-0.10522,4,0.64083397,Final_value:__OLR_&_NCEP_winds
127,1974-10-06,0.51666898,0.184193,5,0.54852003,Final_value:__OLR_&_NCEP_winds
128,1974-10-07,0.83917898,0.45932499,5,0.956662,Final_value:__OLR_&_NCEP_winds
129,1974-10-08,1.0339299,0.36872,5,1.09771,Final_value:__OLR_&_NCEP_winds
130,1974-10-09,1.26917,0.216249,5,1.28746,Final_value:__OLR_&_NCEP_winds
131,1974-10-10,1.51384,0.19686399,5,1.52659,Final_value:__OLR_&_NCEP_winds
132,1974-10-11,1.6412899,0.0541350991,5,1.64218,Final_value:__OLR_&_NCEP_winds
133,1974-10-12,1.58476,-0.0836490989,4,1.58697,Final_value:__OLR_&_NCEP_winds
134,1974-10-13,1.4619499,-0.20847,4,1.47674,Final_value:__OLR_&_NCEP_winds
135,1974-10-14,1.24914,-0.19396999,4,1.26411,Final_value:__OLR_&_NCEP_winds
136,1974-10-15,1.03918,-0.21719,4,1.06163,Final_value:__OLR_&_NCEP_winds
137,1974-10-16,1.06576,-0.0504916012,4,1.06695,Final_value:__OLR_&_NCEP_winds
138,1974-10-17,1.17822,0.174274,5,1.19104,Final_value:__OLR_&_NCEP_winds
139,1974-10-18,1.20346,0.392461,5,1.26583,Final_value:__OLR_&_NCEP_winds
140,1974-10-19,1.24572,0.535869,5,1.3560801,Final_value:__OLR_&_NCEP_winds
141,1974-10-20,1.28298,0.63932902,5,1.43345,Final_value:__OLR_&_NCEP_winds
142,1974-10-21,1.284,0.73060203,5,1.4773099,Final_value:__OLR_&_NCEP_winds
143,1974-10-22,1.16142,0.790281,5,1.40479,Final_value:__OLR_&_NCEP_winds
144,1974-10-23,0.90081602,0.65329099,5,1.11277,Final_value:__OLR_&_NCEP_winds
145,1974-10-24,0.462304,0.51892698,6,0.69498903,Final_value:__OLR_&_NCEP_winds
146,1974-10-25,0.0807724968,0.56284499,6,0.56861198,Final_value:__OLR_&_NCEP_winds
147,1974-10-26,-0.1288,0.312778,7,0.33825999,Final_value:__OLR_&_NCEP_winds
148,1974-10-27,-0.17058,-0.13217001,1,0.215793,Final_value:__OLR_&_NCEP_winds
149,1974-10-28,-0.064556703,-0.41755,2,0.42251199,Final_value:__OLR_&_NCEP_winds
150,1974-10-29,0.0150870997,-0.23621,3,0.23669299,Final_value:__OLR_&_NCEP_winds
151,1974-10-30,0.23195,-0.0558588989,4,0.238581,Final_value:__OLR_&_NCEP_winds
152,1974-10-31,0.50510299,0.0259395,5,0.50576901,Final_value:__OLR_&_NCEP_winds
153,1974-11-01,0.52768499,0.175881,5,0.55622399,Final_value:__OLR_&_NCEP_winds
154,1974-11-02,0.32781199,0.43578401,6,0.54531503,Final_value:__OLR_&_NCEP_winds
155,1974-11-03,0.29864299,0.70565403,6,0.76624799,Final_value:__OLR_&_NCEP_winds
156,1974-11-04,0.45745999,0.55004698,6,0.71541703,Final_value:__OLR_&_NCEP_winds
157,1974-11-05,0.45928001,0.49216101,6,0.67317098,Final_value:__OLR_&_NCEP_winds
158,1974-11-06,0.45422301,0.44554001,5,0.63625801,Final_value:__OLR_&_NCEP_winds
159,1974-11-07,0.66380101,0.57642299,5,0.87914503,Final_value:__OLR_&_NCEP_winds
160,1974-11-08,0.39278501,0.44639799,6,0.59460199,Final_value:__OLR_&_NCEP_winds
161,1974-11-09,0.246518,0.71622503,6,0.75746202,Final_value:__OLR_&_NCEP_winds
162,1974-11-10,-0.14855,0.80252701,7,0.81616002,Final_value:__OLR_&_NCEP_winds
163,1974-11-11,-0.67469001,0.781394,7,1.03237,Final_value:__OLR_&_NCEP_winds
164,1974-11-12,-0.86119998,0.73770899,8,1.13396,Final_value:__OLR_&_NCEP_winds
165,1974-11-13,-0.77442998,0.75320601,8,1.0803,Final_value:__OLR_&_NCEP_winds
166,1974-11-14,-0.57187998,0.67392802,7,0.88387102,Final_value:__OLR_&_NCEP_winds
167,1974-11-15,-0.48440999,0.351381,8,0.59842998,Final_value:__OLR_&_NCEP_winds
168,1974-11-16,-0.49529999,0.28007999,8,0.56900799,Final_value:__OLR_&_NCEP_winds
169,1974-11-17,-0.47929001,0.56144702,7,0.738204,Final_value:__OLR_&_NCEP_winds
170,1974-11-18,-0.39283001,0.78481299,7,0.87763798,Final_value:__OLR_&_NCEP_winds
171,1974-11-19,-0.39276999,0.848571,7,0.93506002,Final_value:__OLR_&_NCEP_winds
172,1974-11-20,-0.32886001,0.89569402,7,0.95415699,Final_value:__OLR_&_NCEP_winds
173,1974-11-21,-0.17398,0.754785,7,0.77457702,Final_value:__OLR_&_NCEP_winds
174,1974-11-22,0.312823,0.64342803,6,0.71544302,Final_value:__OLR_&_NCEP_winds
175,1974-11-23,0.86278498,0.61813802,5,1.06136,Final_value:__OLR_&_NCEP_winds
176,1974-11-24,0.85349798,0.40556401,5,0.94495499,Final_value:__OLR_&_NCEP_winds
177,1974-11-25,0.97087502,0.384895,5,1.04439,Final_value:__OLR_&_NCEP_winds
178,1974-11-26,0.81264198,0.67188501,5,1.05443,Final_value:__OLR_&_NCEP_winds
179,1974-11-27,0.70419902,0.84164298,6,1.0973901,Final_value:__OLR_&_NCEP_winds
180,1974-11-28,0.43421799,0.96935701,6,1.06217,Final_value:__OLR_&_NCEP_winds
181,1974-11-29,0.0203644,1.03585,6,1.03605,Final_value:__OLR_&_NCEP_winds
182,1974-11-30,-0.30756,1.13932,7,1.18011,Final_value:__OLR_&_NCEP_winds
183,1974-12-01,-0.72601998,0.96864402,7,1.21053,Final_value:__OLR_&_NCEP_winds
184,1974-12-02,-0.85040998,0.89089,7,1.23162,Final_value:__OLR_&_NCEP_winds
185,1974-12-03,-0.95915997,0.70959902,8,1.19312,Final_value:__OLR_&_NCEP_winds
186,1974-12-04,-0.88388002,0.202692,8,0.90682203,Final_value:__OLR_&_NCEP_winds
187,1974-12-05,-0.67119002,-0.33344001,1,0.74945199,Final_value:__OLR_&_NCEP_winds
188,1974-12-06,-0.40798,-0.63299,2,0.75307298,Final_value:__OLR_&_NCEP_winds
189,1974-12-07,-0.0981672034,-0.47084001,2,0.48096901,Final_value:__OLR_&_NCEP_winds
190,1974-12-08,-0.19568001,-0.18716,1,0.27077401,Final_value:__OLR_&_NCEP_winds
191,1974-12-09,-0.0476704016,-0.034988299,1,0.0591324009,Final_value:__OLR_&_NCEP_winds
192,1974-12-10,0.0909525007,-0.0115460996,4,0.0916823968,Final_value:__OLR_&_NCEP_winds
193,1974-12-11,0.28041801,0.19360299,5,0.34075901,Final_value:__OLR_&_NCEP_winds
194,1974-12-12,-0.0861757025,0.41711101,7,0.42592001,Final_value:__OLR_&_NCEP_winds
195,1974-12-13,-0.24369,0.46977001,7,0.52921301,Final_value:__OLR_&_NCEP_winds
196,1974-12-14,-0.28283,0.204587,8,0.349069,Final_value:__OLR_&_NCEP_winds
197,1974-12-15,-0.3937,0.35828501,8,0.53232503,Final_value:__OLR_&_NCEP_winds
198,1974-12-16,-0.57059002,0.59700698,7,0.825827,Final_value:__OLR_&_NCEP_winds
199,1974-12-17,-0.48232999,0.69856101,7,0.84890199,Final_value:__OLR_&_NCEP_winds
200,1974-12-18,-0.36357,0.71566701,7,0.80272198,Final_value:__OLR_&_NCEP_winds
201,1974-12-19,-0.50213999,0.67306399,7,0.83973598,Final_value:__OLR_&_NCEP_winds
202,1974-12-20,-0.94752997,0.73516202,8,1.19928,Final_value:__OLR_&_NCEP_winds
203,1974-12-21,-1.26679,0.49437299,8,1.35984,Final_value:__OLR_&_NCEP_winds
204,1974-12-22,-1.49286,0.410409,8,1.54825,Final_value:__OLR_&_NCEP_winds
205,1974-12-23,-1.41895,-0.18106,1,1.43045,Final_value:__OLR_&_NCEP_winds
206,1974-12-24,-1.4376301,-0.36104,1,1.48227,Final_value:__OLR_&_NCEP_winds
207,1974-12-25,-1.35058,-0.54887998,1,1.45786,Final_value:__OLR_&_NCEP_winds
208,1974-12-26,-1.08541,-0.86048001,1,1.38512,Final_value:__OLR_&_NCEP_winds
209,1974-12-27,-0.72742999,-1.0168999,2,1.25029,Final_value:__OLR_&_NCEP_winds
210,1974-12-28,-0.49579999,-0.72926003,2,0.88183898,Final_value:__OLR_&_NCEP_winds
211,1974-12-29,-0.26330999,-0.53425997,2,0.59562302,Final_value:__OLR_&_NCEP_winds
212,1974-12-30,0.0771431997,-0.71886998,3,0.723001,Final_value:__OLR_&_NCEP_winds
213,1974-12-31,0.18778899,-1.0711401,3,1.0874799,Final_value:__OLR_&_NCEP_winds
214,1975-01-01,0.349933,-1.0221699,3,1.08041,Final_value:__OLR_&_NCEP_winds
215,1975-01-02,0.40193501,-1.21842,3,1.28301,Final_value:__OLR_&_NCEP_winds
216,1975-01-03,0.54532498,-1.0697,3,1.20068,Final_value:__OLR_&_NCEP_winds
217,1975-01-04,0.240114,-1.0589401,3,1.08583,Final_value:__OLR_&_NCEP_winds
218,1975-01-05,0.210399,-1.01378,3,1.03538,Final_value:__OLR_&_NCEP_winds
219,1975-01-06,0.42651001,-1.13214,3,1.20982,Final_value:__OLR_&_NCEP_winds
220,1975-01-07,0.86389297,-1.11867,3,1.4134099,Final_value:__OLR_&_NCEP_winds
221,1975-01-08,1.09816,-0.67984998,4,1.2915699,Final_value:__OLR_&_NCEP_winds
222,1975-01-09,1.39965,-0.18226001,4,1.4114701,Final_value:__OLR_&_NCEP_winds
223,1975-01-10,1.38129,0.0567975007,5,1.38245,Final_value:__OLR_&_NCEP_winds
224,1975-01-11,1.42846,0.182018,5,1.44001,Final_value:__OLR_&_NCEP_winds
225,1975-01-12,1.19234,0.47753599,5,1.28441,Final_value:__OLR_&_NCEP_winds
226,1975-01-13,0.704045,0.70962799,6,0.99962503,Final_value:__OLR_&_NCEP_winds
227,1975-01-14,0.49998,1.20179,6,1.30165,Final_value:__OLR_&_NCEP_winds
228,1975-01-15,0.24922401,1.41221,6,1.4340301,Final_value:__OLR_&_NCEP_winds
229,1975-01-16,-0.21245,1.70046,7,1.71368,Final_value:__OLR_&_NCEP_winds
230,1975-01-17,-0.65570003,1.72551,7,1.84589,Final_value:__OLR_&_NCEP_winds
231,1975-01-18,-1.0711,1.53573,7,1.87236,Final_value:__OLR_&_NCEP_winds
232,1975-01-19,-1.5177799,1.17969,8,1.92233,Final_value:__OLR_&_NCEP_winds
233,1975-01-20,-1.97859,1.23032,8,2.3299201,Final_value:__OLR_&_NCEP_winds
234,1975-01-21,-2.0882001,0.85870099,8,2.25787,Final_value:__OLR_&_NCEP_winds
235,1975-01-22,-1.9653701,0.66494399,8,2.07481,Final_value:__OLR_&_NCEP_winds
236,1975-01-23,-1.9603,0.47571099,8,2.0172,Final_value:__OLR_&_NCEP_winds
237,1975-01-24,-1.8009599,0.42873499,8,1.85129,Final_value:__OLR_&_NCEP_winds
238,1975-01-25,-2.0430901,0.43445101,8,2.0887699,Final_value:__OLR_&_NCEP_winds
239,1975-01-26,-1.92614,0.615197,8,2.0220001,Final_value:__OLR_&_NCEP_winds
240,1975-01-27,-1.776,0.86228597,8,1.97426,Final_value:__OLR_&_NCEP_winds
241,1975-01-28,-1.8505501,1.17949,8,2.1944799,Final_value:__OLR_&_NCEP_winds
242,1975-01-29,-2.0741899,0.75050199,8,2.20579,Final_value:__OLR_&_NCEP_winds
243,1975-01-30,-2.3092201,0.61277997,8,2.3891399,Final_value:__OLR_&_NCEP_winds
244,1975-01-31,-2.155,0.24450999,8,2.1688299,Final_value:__OLR_&_NCEP_winds
245,1975-02-01,-2.0206599,-0.1508,1,2.0262799,Final_value:__OLR_&_NCEP_winds
246,1975-02-02,-1.78478,-0.53523999,1,1.86331,Final_value:__OLR_&_NCEP_winds
247,1975-02-03,-1.67861,-1.04601,1,1.9778399,Final_value:__OLR_&_NCEP_winds
248,1975-02-04,-1.45917,-1.4988199,2,2.09181,Final_value:__OLR_&_NCEP_winds
249,1975-02-05,-1.25,-1.58734,2,2.0204301,Final_value:__OLR_&_NCEP_winds
250,1975-02-06,-1.1558,-1.73176,2,2.0820301,Final_value:__OLR_&_NCEP_winds
251,1975-02-07,-0.92308998,-2.1097701,2,2.30288,Final_value:__OLR_&_NCEP_winds
252,1975-02-08,-0.30785999,-2.03526,2,2.0584099,Final_value:__OLR_&_NCEP_winds
253,1975-02-09,0.317404,-1.65631,3,1.68644,Final_value:__OLR_&_NCEP_winds
254,1975-02-10,0.79782802,-1.39782,3,1.60948,Final_value:__OLR_&_NCEP_winds
255,1975-02-11,1.06186,-0.90051001,4,1.39229,Final_value:__OLR_&_NCEP_winds
256,1975-02-12,1.3392,-0.51899999,4,1.43625,Final_value:__OLR_&_NCEP_winds
257,1975-02-13,1.30162,-0.0131091997,4,1.30168,Final_value:__OLR_&_NCEP_winds
258,1975-02-14,1.28277,0.329366,5,1.32438,Final_value:__OLR_&_NCEP_winds
259,1975-02-15,1.08165,0.866642,5,1.3860101,Final_value:__OLR_&_NCEP_winds
260,1975-02-16,0.75317901,1.02104,6,1.26878,Final_value:__OLR_&_NCEP_winds
261,1975-02-17,0.20764901,0.94213402,6,0.964746,Final_value:__OLR_&_NCEP_winds
262,1975-02-18,-0.44931,1.03002,7,1.12375,Final_value:__OLR_&_NCEP_winds
263,1975-02-19,-0.82283002,0.906021,7,1.2239,Final_value:__OLR_&_NCEP_winds
264,1975-02-20,-1.02951,0.52389401,8,1.15514,Final_value:__OLR_&_NCEP_winds
265,1975-02-21,-1.16531,0.38895699,8,1.22851,Final_value:__OLR_&_NCEP_winds
266,1975-02-22,-1.1001,-0.12433,1,1.1071,Final_value:__OLR_&_NCEP_winds
267,1975-02-23,-1.38481,-0.0417277999,1,1.38544,Final_value:__OLR_&_NCEP_winds
268,1975-02-24,-1.51317,-0.0665443018,1,1.51463,Final_value:__OLR_&_NCEP_winds
269,1975-02-25,-1.35691,-0.28832999,1,1.38721,Final_value:__OLR_&_NCEP_winds
270,1975-02-26,-0.87691998,-0.59785002,1,1.06133,Final_value:__OLR_&_NCEP_winds
271,1975-02-27,-0.70519,-0.99058002,2,1.21595,Final_value:__OLR_&_NCEP_winds
272,1975-02-28,-0.54053998,-1.1344301,2,1.2566299,Final_value:__OLR_&_NCEP_winds
273,1975-03-01,-0.35677001,-1.2005399,2,1.25243,Final_value:__OLR_&_NCEP_winds
274,1975-03-02,-0.0755003989,-1.199,2,1.20137,Final_value:__OLR_&_NCEP_winds
275,1975-03-03,-0.0670491979,-1.29046,2,1.2922,Final_value:__OLR_&_NCEP_winds
276,1975-03-04,-0.43504,-1.425,2,1.48993,Final_value:__OLR_&_NCEP_winds
277,1975-03-05,-0.44707,-1.37059,2,1.44166,Final_value:__OLR_&_NCEP_winds
278,1975-03-06,-0.0563741997,-1.49341,2,1.49447,Final_value:__OLR_&_NCEP_winds
279,1975-03-07,0.34938201,-1.57543,3,1.61371,Final_value:__OLR_&_NCEP_winds
280,1975-03-08,0.22672901,-1.60545,3,1.62138,Final_value:__OLR_&_NCEP_winds
281,1975-03-09,0.287541,-1.34672,3,1.37708,Final_value:__OLR_&_NCEP_winds
282,1975-03-10,0.42356899,-1.1422,3,1.21821,Final_value:__OLR_&_NCEP_winds
283,1975-03-11,0.41606101,-1.33121,3,1.39472,Final_value:__OLR_&_NCEP_winds
284,1975-03-12,0.45040801,-1.49685,3,1.56314,Final_value:__OLR_&_NCEP_winds
285,1975-03-13,0.426135,-1.56566,3,1.62262,Final_value:__OLR_&_NCEP_winds
